site,timestamp_utc,water_temperature,water_temp_grade_code,water_temp_grade_desc,water_temperature_note,sp_conductance,sp_conductance_grade_code,sp_conductance_grade_desc,sp_conductance_note,ph,ph_grade_code,ph_grade_desc,ph_note,do_concentration,do_concentration_grade_code,do_concentration_grade_desc,do_concentration_note,do_saturation,do_saturation_grade_code,do_saturation_grade_desc,do_saturation_note,turbidity,turbidity_grade_code,turbidity_grade_desc,turbidity_note,water_temperature (deg C)_flag,sp_conductance (mS/cm)_flag,pH (pH units)_flag,do_concentration (mg/L)_flag,do_saturation (percent)_flag,turbidity (FNU)_flag
KLGO,2015-05-21 13:00:37.000,3.98,31,Good,,0.037,31,Good,,7.39,31,Good,,,,,,,,,,64.3,31,Good,,,,,,,
KLGO,2015-05-21 14:00:36.000,3.89,31,Good,,0.037,31,Good,,7.39,31,Good,,,,,,,,,,56.2,31,Good,,,,,,,
KLGO,2015-05-21 15:00:37.000,3.82,31,Good,,0.038,31,Good,,7.39,31,Good,,,,,,,,,,67.3,31,Good,,,,,,,
KLGO,2015-05-21 16:00:37.000,3.81,31,Good,,0.038,31,Good,,7.4,31,Good,,,,,,,,,,63.9,31,Good,,,,,,,
KLGO,2015-05-21 17:00:38.000,3.82,31,Good,,0.038,31,Good,,7.41,31,Good,,,,,,,,,,63.2,31,Good,,,,,,,
KLGO,2015-05-21 18:00:36.000,4.03,31,Good,,0.038,31,Good,,7.42,31,Good,,,,,,,,,,55.1,31,Good,,,,,,,
KLGO,2015-05-21 19:00:37.000,4.36,31,Good,,0.039,31,Good,,7.45,31,Good,,,,,,,,,,104.5,31,Good,,,,,,,
KLGO,2015-05-21 20:00:46.000,4.8,31,Good,,0.039,31,Good,,7.46,31,Good,,,,,,,,,,68.7,31,Good,,,,,,,
KLGO,2015-05-21 21:00:52.000,5.51,31,Good,,0.039,31,Good,,7.46,31,Good,,,,,,,,,,79.1,31,Good,,,,,,,
KLGO,2015-05-21 22:00:51.000,6.25,31,Good,,0.039,31,Good,,7.47,31,Good,,,,,,,,,,55.5,31,Good,,,,,,,
KLGO,2015-05-21 23:00:51.000,6.94,31,Good,,0.039,31,Good,,7.49,31,Good,,,,,,,,,,63.6,31,Good,,,,,,,
KLGO,2015-05-22 00:00:51.000,7.47,31,Good,,0.039,31,Good,,7.5,31,Good,,,,,,,,,,70.1,31,Good,,,,,,,
KLGO,2015-05-22 01:00:51.000,7.76,31,Good,,0.039,31,Good,,7.49,31,Good,,,,,,,,,,47.9,31,Good,,,,,,,
KLGO,2015-05-22 02:00:51.000,7.78,31,Good,,0.038,31,Good,,7.48,31,Good,,,,,,,,,,52.6,31,Good,,,,,,,
KLGO,2015-05-22 03:00:51.000,7.54,31,Good,,0.037,31,Good,,7.49,31,Good,,,,,,,,,,58.2,31,Good,,,,,,,
KLGO,2015-05-22 04:00:51.000,7.08,31,Good,,0.037,31,Good,,7.48,31,Good,,,,,,,,,,65.7,31,Good,,,,,,,
KLGO,2015-05-22 05:00:51.000,6.63,31,Good,,0.036,31,Good,,7.45,31,Good,,,,,,,,,,62.1,31,Good,,,,,,,
KLGO,2015-05-22 06:00:51.000,6.23,31,Good,,0.036,31,Good,,7.44,31,Good,,,,,,,,,,61.7,31,Good,,,,,,,
KLGO,2015-05-22 07:00:51.000,5.86,31,Good,,0.035,31,Good,,7.43,31,Good,,,,,,,,,,65,31,Good,,,,,,,
KLGO,2015-05-22 08:00:51.000,5.51,31,Good,,0.035,31,Good,,7.42,31,Good,,,,,,,,,,68.9,31,Good,,,,,,,
KLGO,2015-05-22 09:00:51.000,5.21,31,Good,,0.035,31,Good,,7.41,31,Good,,,,,,,,,,67.3,31,Good,,,,,,,
KLGO,2015-05-22 10:00:51.000,4.89,31,Good,,0.035,31,Good,,7.39,31,Good,,,,,,,,,,70.9,31,Good,,,,,,,
KLGO,2015-05-22 11:00:41.000,4.64,31,Good,,0.035,31,Good,,7.38,31,Good,,,,,,,,,,100.5,31,Good,,,,,,,
KLGO,2015-05-22 12:00:38.000,4.46,31,Good,,0.035,31,Good,,7.38,31,Good,,,,,,,,,,73.4,31,Good,,,,,,,
KLGO,2015-05-22 13:00:36.000,4.31,31,Good,,0.035,31,Good,,7.36,31,Good,,,,,,,,,,63.2,31,Good,,,,,,,
KLGO,2015-05-22 14:00:36.000,4.2,31,Good,,0.035,31,Good,,7.38,31,Good,,,,,,,,,,94.7,31,Good,,,,,,,
KLGO,2015-05-22 15:00:36.000,4.12,31,Good,,0.036,31,Good,,7.38,31,Good,,,,,,,,,,50.2,31,Good,,,,,,,
KLGO,2015-05-22 16:00:37.000,4.08,31,Good,,0.036,31,Good,,7.39,31,Good,,,,,,,,,,72.9,31,Good,,,,,,,
KLGO,2015-05-22 17:00:36.000,4.09,31,Good,,0.036,31,Good,,7.4,31,Good,,,,,,,,,,76.8,31,Good,,,,,,,
KLGO,2015-05-22 18:00:36.000,4.27,31,Good,,0.036,31,Good,,7.4,31,Good,,,,,,,,,,81.7,31,Good,,,,,,,
KLGO,2015-05-22 19:00:38.000,4.63,31,Good,,0.036,31,Good,,7.43,31,Good,,,,,,,,,,73.1,31,Good,,,,,,,
KLGO,2015-05-22 20:00:52.000,5.15,31,Good,,0.036,31,Good,,7.43,31,Good,,,,,,,,,,82.6,31,Good,,,,,,,
KLGO,2015-05-22 21:00:51.000,5.82,31,Good,,0.036,31,Good,,7.45,31,Good,,,,,,,,,,60.7,31,Good,,,,,,,
KLGO,2015-05-22 22:00:51.000,6.53,31,Good,,0.036,31,Good,,7.46,31,Good,,,,,,,,,,65.1,31,Good,,,,,,,
KLGO,2015-05-22 23:00:51.000,7.13,31,Good,,0.036,31,Good,,7.45,31,Good,,,,,,,,,,65.5,31,Good,,,,,,,
KLGO,2015-05-23 00:00:51.000,7.53,31,Good,,0.035,31,Good,,7.46,31,Good,,,,,,,,,,70.7,31,Good,,,,,,,
KLGO,2015-05-23 01:00:51.000,7.67,31,Good,,0.035,31,Good,,7.46,31,Good,,,,,,,,,,78,31,Good,,,,,,,
KLGO,2015-05-23 02:00:51.000,7.56,31,Good,,0.034,31,Good,,7.43,31,Good,,,,,,,,,,90,31,Good,,,,,,,
KLGO,2015-05-23 03:00:51.000,7.23,31,Good,,0.034,31,Good,,7.45,31,Good,,,,,,,,,,91.9,31,Good,,,,,,,
KLGO,2015-05-23 04:00:51.000,6.79,31,Good,,0.033,31,Good,,7.42,31,Good,,,,,,,,,,98.5,31,Good,,,,,,,
KLGO,2015-05-23 05:00:51.000,6.36,31,Good,,0.033,31,Good,,7.42,31,Good,,,,,,,,,,130.2,31,Good,,,,,,,
KLGO,2015-05-23 06:00:51.000,6,31,Good,,0.033,31,Good,,7.4,31,Good,,,,,,,,,,96.1,31,Good,,,,,,,
KLGO,2015-05-23 07:00:51.000,5.64,31,Good,,0.033,31,Good,,7.4,31,Good,,,,,,,,,,117,31,Good,,,,,,,
KLGO,2015-05-23 08:00:51.000,5.31,31,Good,,0.032,31,Good,,7.37,31,Good,,,,,,,,,,108.2,31,Good,,,,,,,
KLGO,2015-05-23 09:00:51.000,5.04,31,Good,,0.032,31,Good,,7.36,31,Good,,,,,,,,,,115.2,31,Good,,,,,,,
KLGO,2015-05-23 10:00:43.000,4.82,31,Good,,0.033,31,Good,,7.36,31,Good,,,,,,,,,,108.2,31,Good,,,,,,,
KLGO,2015-05-23 11:00:39.000,4.64,31,Good,,0.033,31,Good,,7.35,31,Good,,,,,,,,,,129.7,31,Good,,,,,,,
KLGO,2015-05-23 12:00:37.000,4.49,31,Good,,0.033,31,Good,,7.37,31,Good,,,,,,,,,,87.5,31,Good,,,,,,,
KLGO,2015-05-23 13:00:36.000,4.37,31,Good,,0.033,31,Good,,7.35,31,Good,,,,,,,,,,106.9,31,Good,,,,,,,
KLGO,2015-05-23 14:00:36.000,4.26,31,Good,,0.033,31,Good,,7.34,31,Good,,,,,,,,,,104.3,31,Good,,,,,,,
KLGO,2015-05-23 15:00:38.000,4.18,31,Good,,0.034,31,Good,,7.36,31,Good,,,,,,,,,,128.1,31,Good,,,,,,,
KLGO,2015-05-23 16:00:37.000,4.15,31,Good,,0.034,31,Good,,7.36,31,Good,,,,,,,,,,89.2,31,Good,,,,,,,
KLGO,2015-05-23 17:00:37.000,4.16,31,Good,,0.034,31,Good,,7.36,31,Good,,,,,,,,,,106.5,31,Good,,,,,,,
KLGO,2015-05-23 18:00:37.000,4.35,31,Good,,0.034,31,Good,,7.38,31,Good,,,,,,,,,,127.6,31,Good,,,,,,,
KLGO,2015-05-23 19:00:38.000,4.63,31,Good,,0.034,31,Good,,7.39,31,Good,,,,,,,,,,80.4,31,Good,,,,,,,
KLGO,2015-05-23 20:00:54.000,5.11,31,Good,,0.034,31,Good,,7.42,31,Good,,,,,,,,,,85.5,31,Good,,,,,,,
KLGO,2015-05-23 21:00:51.000,5.62,31,Good,,0.034,31,Good,,7.42,31,Good,,,,,,,,,,88.8,31,Good,,,,,,,
KLGO,2015-05-23 22:00:51.000,6.11,31,Good,,0.034,31,Good,,7.43,31,Good,,,,,,,,,,108.2,31,Good,,,,,,,
KLGO,2015-05-23 23:00:51.000,6.56,31,Good,,0.034,31,Good,,7.44,31,Good,,,,,,,,,,82,31,Good,,,,,,,
KLGO,2015-05-24 00:00:51.000,6.95,31,Good,,0.034,31,Good,,7.44,31,Good,,,,,,,,,,88.2,31,Good,,,,,,,
KLGO,2015-05-24 01:00:51.000,6.96,31,Good,,0.034,31,Good,,7.44,31,Good,,,,,,,,,,94.7,31,Good,,,,,,,
KLGO,2015-05-24 02:00:51.000,6.97,31,Good,,0.033,31,Good,,7.43,31,Good,,,,,,,,,,78.1,31,Good,,,,,,,
KLGO,2015-05-24 03:00:51.000,6.74,31,Good,,0.033,31,Good,,7.43,31,Good,,,,,,,,,,80.2,31,Good,,,,,,,
KLGO,2015-05-24 04:00:51.000,6.42,31,Good,,0.032,31,Good,,7.42,31,Good,,,,,,,,,,66,31,Good,,,,,,,
KLGO,2015-05-24 05:00:51.000,6.04,31,Good,,0.032,31,Good,,7.41,31,Good,,,,,,,,,,98.8,31,Good,,,,,,,
KLGO,2015-05-24 06:00:51.000,5.65,31,Good,,0.032,31,Good,,7.41,31,Good,,,,,,,,,,101.2,31,Good,,,,,,,
KLGO,2015-05-24 07:00:51.000,5.28,31,Good,,0.032,31,Good,,7.39,31,Good,,,,,,,,,,75.7,31,Good,,,,,,,
KLGO,2015-05-24 08:00:44.000,4.98,31,Good,,0.032,31,Good,,7.37,31,Good,,,,,,,,,,95.7,31,Good,,,,,,,
KLGO,2015-05-24 09:00:38.000,4.77,31,Good,,0.032,31,Good,,7.37,31,Good,,,,,,,,,,95.5,31,Good,,,,,,,
KLGO,2015-05-24 10:00:37.000,4.61,31,Good,,0.032,31,Good,,7.36,31,Good,,,,,,,,,,89,31,Good,,,,,,,
KLGO,2015-05-24 11:00:36.000,4.46,31,Good,,0.032,31,Good,,7.34,31,Good,,,,,,,,,,81.3,31,Good,,,,,,,
KLGO,2015-05-24 12:00:36.000,4.36,31,Good,,0.032,31,Good,,7.34,31,Good,,,,,,,,,,91.6,31,Good,,,,,,,
KLGO,2015-05-24 13:00:36.000,4.28,31,Good,,0.033,31,Good,,7.35,31,Good,,,,,,,,,,178.6,31,Good,,,,,,,
KLGO,2015-05-24 14:00:35.000,4.23,31,Good,,0.033,31,Good,,7.34,31,Good,,,,,,,,,,137.5,31,Good,,,,,,,
KLGO,2015-05-24 15:00:37.000,4.22,31,Good,,0.033,31,Good,,7.36,31,Good,,,,,,,,,,147.1,31,Good,,,,,,,
KLGO,2015-05-24 16:00:36.000,4.23,31,Good,,0.033,31,Good,,7.36,31,Good,,,,,,,,,,85.8,31,Good,,,,,,,
KLGO,2015-05-24 17:00:36.000,4.28,31,Good,,0.034,31,Good,,7.36,31,Good,,,,,,,,,,88.9,31,Good,,,,,,,
KLGO,2015-05-24 18:00:36.000,4.34,31,Good,,0.034,31,Good,,7.39,31,Good,,,,,,,,,,90.5,31,Good,,,,,,,
KLGO,2015-05-24 19:00:36.000,4.4,31,Good,,0.034,31,Good,,7.39,31,Good,,,,,,,,,,78.9,31,Good,,,,,,,
KLGO,2015-05-24 20:00:36.000,4.52,31,Good,,0.034,31,Good,,7.4,31,Good,,,,,,,,,,64.9,31,Good,,,,,,,
KLGO,2015-05-24 21:00:38.000,4.77,31,Good,,0.034,31,Good,,7.41,31,Good,,,,,,,,,,67,31,Good,,,,,,,
KLGO,2015-05-24 22:00:45.000,5.16,31,Good,,0.035,31,Good,,7.42,31,Good,,,,,,,,,,69.3,31,Good,,,,,,,
KLGO,2015-05-24 23:00:52.000,6,31,Good,,0.035,31,Good,,7.43,31,Good,,,,,,,,,,78.3,31,Good,,,,,,,
KLGO,2015-05-25 00:00:51.000,6.45,31,Good,,0.035,31,Good,,7.44,31,Good,,,,,,,,,,70,31,Good,,,,,,,
KLGO,2015-05-25 01:00:51.000,6.44,31,Good,,0.035,31,Good,,7.44,31,Good,,,,,,,,,,69.7,31,Good,,,,,,,
KLGO,2015-05-25 02:00:51.000,6.51,31,Good,,0.035,31,Good,,7.45,31,Good,,,,,,,,,,74.6,31,Good,,,,,,,
KLGO,2015-05-25 03:00:51.000,6.44,31,Good,,0.034,31,Good,,7.44,31,Good,,,,,,,,,,67.6,31,Good,,,,,,,
KLGO,2015-05-25 04:00:51.000,6.22,31,Good,,0.034,31,Good,,7.43,31,Good,,,,,,,,,,75,31,Good,,,,,,,
KLGO,2015-05-25 05:00:51.000,5.98,31,Good,,0.034,31,Good,,7.44,31,Good,,,,,,,,,,69.8,31,Good,,,,,,,
KLGO,2015-05-25 06:00:51.000,5.76,31,Good,,0.034,31,Good,,7.42,31,Good,,,,,,,,,,65.4,31,Good,,,,,,,
KLGO,2015-05-25 07:00:51.000,5.43,31,Good,,0.034,31,Good,,7.42,31,Good,,,,,,,,,,69.7,31,Good,,,,,,,
KLGO,2015-05-25 08:00:45.000,5.1,31,Good,,0.034,31,Good,,7.4,31,Good,,,,,,,,,,66.5,31,Good,,,,,,,
KLGO,2015-05-25 09:00:38.000,4.86,31,Good,,0.034,31,Good,,7.38,31,Good,,,,,,,,,,64.8,31,Good,,,,,,,
KLGO,2015-05-25 10:00:36.000,4.68,31,Good,,0.034,31,Good,,7.37,31,Good,,,,,,,,,,61.2,31,Good,,,,,,,
KLGO,2015-05-25 11:00:37.000,4.55,31,Good,,0.034,31,Good,,7.37,31,Good,,,,,,,,,,61.3,31,Good,,,,,,,
KLGO,2015-05-25 12:00:37.000,4.47,31,Good,,0.034,31,Good,,7.37,31,Good,,,,,,,,,,60.7,31,Good,,,,,,,
KLGO,2015-05-25 13:00:36.000,4.4,31,Good,,0.034,31,Good,,7.37,31,Good,,,,,,,,,,59.3,31,Good,,,,,,,
KLGO,2015-05-25 14:00:36.000,4.34,31,Good,,0.034,31,Good,,7.37,31,Good,,,,,,,,,,57.3,31,Good,,,,,,,
KLGO,2015-05-25 15:00:37.000,4.29,31,Good,,0.034,31,Good,,7.36,31,Good,,,,,,,,,,53.3,31,Good,,,,,,,
KLGO,2015-05-25 16:00:36.000,4.29,31,Good,,0.035,31,Good,,7.37,31,Good,,,,,,,,,,53.8,31,Good,,,,,,,
KLGO,2015-05-25 17:00:36.000,4.36,31,Good,,0.035,31,Good,,7.39,31,Good,,,,,,,,,,55.7,31,Good,,,,,,,
KLGO,2015-05-25 18:00:36.000,4.52,31,Good,,0.035,31,Good,,7.39,31,Good,,,,,,,,,,50.1,31,Good,,,,,,,
KLGO,2015-05-25 19:00:37.000,4.86,31,Good,,0.035,31,Good,,7.42,31,Good,,,,,,,,,,65.8,31,Good,,,,,,,
KLGO,2015-05-25 20:00:47.000,5.32,31,Good,,0.035,31,Good,,7.42,31,Good,,,,,,,,,,62.9,31,Good,,,,,,,
KLGO,2015-05-25 21:00:55.000,5.85,31,Good,,0.035,31,Good,,7.43,31,Good,,,,,,,,,,52.6,31,Good,,,,,,,
KLGO,2015-05-25 22:00:51.000,6.36,31,Good,,0.035,31,Good,,7.45,31,Good,,,,,,,,,,52.1,31,Good,,,,,,,
KLGO,2015-05-25 23:00:51.000,6.71,31,Good,,0.035,31,Good,,7.45,31,Good,,,,,,,,,,57.6,31,Good,,,,,,,
KLGO,2015-05-26 00:00:51.000,7.06,31,Good,,0.035,31,Good,,7.45,31,Good,,,,,,,,,,55.8,31,Good,,,,,,,
KLGO,2015-05-26 01:00:51.000,7.38,31,Good,,0.035,31,Good,,7.47,31,Good,,,,,,,,,,50.1,31,Good,,,,,,,
KLGO,2015-05-26 02:00:51.000,7.46,31,Good,,0.035,31,Good,,7.47,31,Good,,,,,,,,,,53.5,31,Good,,,,,,,
KLGO,2015-05-26 03:00:51.000,7.25,31,Good,,0.035,31,Good,,7.46,31,Good,,,,,,,,,,51.3,31,Good,,,,,,,
KLGO,2015-05-26 04:00:51.000,6.88,31,Good,,0.034,31,Good,,7.45,31,Good,,,,,,,,,,46.1,31,Good,,,,,,,
KLGO,2015-05-26 05:00:51.000,6.48,31,Good,,0.034,31,Good,,7.45,31,Good,,,,,,,,,,50.9,31,Good,,,,,,,
KLGO,2015-05-26 06:00:51.000,6.04,31,Good,,0.034,31,Good,,7.42,31,Good,,,,,,,,,,58.4,31,Good,,,,,,,
KLGO,2015-05-26 07:00:51.000,5.58,31,Good,,0.033,31,Good,,7.42,31,Good,,,,,,,,,,61.7,31,Good,,,,,,,
KLGO,2015-05-26 08:00:45.000,5.21,31,Good,,0.033,31,Good,,7.4,31,Good,,,,,,,,,,59.7,31,Good,,,,,,,
KLGO,2015-05-26 09:00:37.000,4.96,31,Good,,0.033,31,Good,,7.39,31,Good,,,,,,,,,,51,31,Good,,,,,,,
KLGO,2015-05-26 10:00:37.000,4.75,31,Good,,0.034,31,Good,,7.38,31,Good,,,,,,,,,,57,31,Good,,,,,,,
KLGO,2015-05-26 11:00:36.000,4.58,31,Good,,0.034,31,Good,,7.38,31,Good,,,,,,,,,,47.9,31,Good,,,,,,,
KLGO,2015-05-26 12:00:36.000,4.44,31,Good,,0.034,31,Good,,7.37,31,Good,,,,,,,,,,52.6,31,Good,,,,,,,
KLGO,2015-05-26 13:00:36.000,4.32,31,Good,,0.034,31,Good,,7.38,31,Good,,,,,,,,,,49,31,Good,,,,,,,
KLGO,2015-05-26 14:00:42.000,4.22,31,Good,,0.034,31,Good,,7.37,31,Good,,,,,,,,,,51.6,31,Good,,,,,,,
KLGO,2015-05-26 15:00:37.000,4.17,31,Good,,0.034,31,Good,,7.37,31,Good,,,,,,,,,,46.7,31,Good,,,,,,,
KLGO,2015-05-26 16:00:37.000,4.14,31,Good,,0.034,31,Good,,7.37,31,Good,,,,,,,,,,51.5,31,Good,,,,,,,
KLGO,2015-05-26 17:00:40.000,4.16,31,Good,,0.035,31,Good,,7.38,31,Good,,,,,,,,,,51.8,31,Good,,,,,,,
KLGO,2015-05-26 18:00:36.000,4.34,31,Good,,0.035,31,Good,,7.39,31,Good,,,,,,,,,,47.9,31,Good,,,,,,,
KLGO,2015-05-26 19:00:36.000,4.7,31,Good,,0.035,31,Good,,7.42,31,Good,,,,,,,,,,51,31,Good,,,,,,,
KLGO,2015-05-26 20:00:38.000,5.25,31,Good,,0.035,31,Good,,7.43,31,Good,,,,,,,,,,51.2,31,Good,,,,,,,
KLGO,2015-05-26 21:00:51.000,5.85,31,Good,,0.035,31,Good,,7.43,31,Good,,,,,,,,,,53.7,31,Good,,,,,,,
KLGO,2015-05-26 22:00:51.000,6.55,31,Good,,0.035,31,Good,,7.46,31,Good,,,,,,,,,,49.8,31,Good,,,,,,,
KLGO,2015-05-26 23:00:51.000,7.03,31,Good,,0.035,31,Good,,7.47,31,Good,,,,,,,,,,48,31,Good,,,,,,,
KLGO,2015-05-27 00:00:51.000,7.28,31,Good,,0.035,31,Good,,7.46,31,Good,,,,,,,,,,50.7,31,Good,,,,,,,
KLGO,2015-05-27 01:00:51.000,7.49,31,Good,,0.035,31,Good,,7.48,31,Good,,,,,,,,,,47.6,31,Good,,,,,,,
KLGO,2015-05-27 02:00:50.000,7.44,31,Good,,0.035,31,Good,,7.52,31,Good,,,,,,,,,,42.6,31,Good,,,,,,,
KLGO,2015-05-27 03:00:51.000,7.18,31,Good,,0.035,31,Good,,7.48,31,Good,,,,,,,,,,38.8,31,Good,,,,,,,
KLGO,2015-05-27 04:00:51.000,6.83,31,Good,,0.034,31,Good,,7.48,31,Good,,,,,,,,,,42.9,31,Good,,,,,,,
KLGO,2015-05-27 05:00:51.000,6.42,31,Good,,0.034,31,Good,,7.47,31,Good,,,,,,,,,,40.5,31,Good,,,,,,,
KLGO,2015-05-27 06:00:51.000,5.99,31,Good,,0.034,31,Good,,7.45,31,Good,,,,,,,,,,36.5,31,Good,,,,,,,
KLGO,2015-05-27 07:00:51.000,5.65,31,Good,,0.033,31,Good,,7.44,31,Good,,,,,,,,,,38.6,31,Good,,,,,,,
KLGO,2015-05-27 08:00:41.000,5.43,31,Good,,0.033,31,Good,,7.43,31,Good,,,,,,,,,,43,31,Good,,,,,,,
KLGO,2015-05-27 09:00:37.000,5.23,31,Good,,0.033,31,Good,,7.42,31,Good,,,,,,,,,,40,31,Good,,,,,,,
KLGO,2015-05-27 10:00:36.000,5.07,31,Good,,0.033,31,Good,,7.41,31,Good,,,,,,,,,,39.4,31,Good,,,,,,,
KLGO,2015-05-27 11:00:37.000,4.96,31,Good,,0.033,31,Good,,7.4,31,Good,,,,,,,,,,43.6,31,Good,,,,,,,
KLGO,2015-05-27 12:00:36.000,4.85,31,Good,,0.034,31,Good,,7.4,31,Good,,,,,,,,,,40.8,31,Good,,,,,,,
KLGO,2015-05-27 13:00:37.000,4.75,31,Good,,0.034,31,Good,,7.4,31,Good,,,,,,,,,,45.4,31,Good,,,,,,,
KLGO,2015-05-27 14:00:38.000,4.69,31,Good,,0.034,31,Good,,7.4,31,Good,,,,,,,,,,39.7,31,Good,,,,,,,
KLGO,2015-05-27 15:00:37.000,4.64,31,Good,,0.034,31,Good,,7.4,31,Good,,,,,,,,,,36.2,31,Good,,,,,,,
KLGO,2015-05-27 16:00:37.000,4.64,31,Good,,0.034,31,Good,,7.41,31,Good,,,,,,,,,,41.5,31,Good,,,,,,,
KLGO,2015-05-27 17:00:36.000,4.68,31,Good,,0.034,31,Good,,7.41,31,Good,,,,,,,,,,40.7,31,Good,,,,,,,
KLGO,2015-05-27 18:00:37.000,4.8,31,Good,,0.034,31,Good,,7.44,31,Good,,,,,,,,,,45.2,31,Good,,,,,,,
KLGO,2015-05-27 19:00:37.000,4.93,31,Good,,0.034,31,Good,,7.44,31,Good,,,,,,,,,,38.3,31,Good,,,,,,,
KLGO,2015-05-27 20:00:37.000,5.14,31,Good,,0.034,31,Good,,7.44,31,Good,,,,,,,,,,36.3,31,Good,,,,,,,
KLGO,2015-05-27 21:00:38.000,5.42,31,Good,,0.034,31,Good,,7.45,31,Good,,,,,,,,,,39.7,31,Good,,,,,,,
KLGO,2015-05-27 22:00:55.000,5.79,31,Good,,0.035,31,Good,,7.45,31,Good,,,,,,,,,,56.5,31,Good,,,,,,,
KLGO,2015-05-27 23:00:51.000,6.15,31,Good,,0.035,31,Good,,7.46,31,Good,,,,,,,,,,63.9,31,Good,,,,,,,
KLGO,2015-05-28 03:00:49.000,6.97,31,Good,,0.035,31,Good,,7.45,31,Good,,11.91,31,Good,,98,31,Good,,56.6,31,Good,,,,,,,
KLGO,2015-05-28 04:00:49.000,6.72,31,Good,,0.035,31,Good,,7.46,31,Good,,11.92,31,Good,,97.5,31,Good,,51.9,31,Good,,,,,,,
KLGO,2015-05-28 05:00:49.000,6.39,31,Good,,0.034,31,Good,,7.46,31,Good,,11.99,31,Good,,97.3,31,Good,,45,31,Good,,,,,,,
KLGO,2015-05-28 06:00:49.000,6.07,31,Good,,0.034,31,Good,,7.45,31,Good,,12.07,31,Good,,97.2,31,Good,,47.8,31,Good,,,,,,,
KLGO,2015-05-28 07:00:49.000,5.75,31,Good,,0.034,31,Good,,7.45,31,Good,,12.17,31,Good,,97.1,31,Good,,54.4,31,Good,,,,,,,
KLGO,2015-05-28 08:00:49.000,5.44,31,Good,,0.034,31,Good,,7.44,31,Good,,12.26,31,Good,,97.1,31,Good,,50.5,31,Good,,,,,,,
KLGO,2015-05-28 09:00:49.000,5.2,31,Good,,0.034,31,Good,,7.42,31,Good,,12.32,31,Good,,96.9,31,Good,,46.9,31,Good,,,,,,,
KLGO,2015-05-28 10:00:50.000,5.04,31,Good,,0.034,31,Good,,7.42,31,Good,,12.37,31,Good,,97,31,Good,,43,31,Good,,,,,,,
KLGO,2015-05-28 11:00:50.000,4.91,31,Good,,0.034,31,Good,,7.41,31,Good,,12.4,31,Good,,96.9,31,Good,,44.3,31,Good,,,,,,,
KLGO,2015-05-28 12:00:50.000,4.8,31,Good,,0.034,31,Good,,7.41,31,Good,,12.44,31,Good,,96.9,31,Good,,38.9,31,Good,,,,,,,
KLGO,2015-05-28 13:00:50.000,4.72,31,Good,,0.034,31,Good,,7.4,31,Good,,12.46,31,Good,,96.9,31,Good,,42.2,31,Good,,,,,,,
KLGO,2015-05-28 14:00:50.000,4.66,31,Good,,0.035,31,Good,,7.4,31,Good,,12.48,31,Good,,96.9,31,Good,,39.4,31,Good,,,,,,,
KLGO,2015-05-28 15:00:49.000,4.64,31,Good,,0.035,31,Good,,7.39,31,Good,,12.49,31,Good,,96.9,31,Good,,39.5,31,Good,,,,,,,
KLGO,2015-05-28 16:00:49.000,4.65,31,Good,,0.035,31,Good,,7.4,31,Good,,12.5,31,Good,,97,31,Good,,41.8,31,Good,,,,,,,
KLGO,2015-05-28 17:00:49.000,4.66,31,Good,,0.035,31,Good,,7.41,31,Good,,12.49,31,Good,,97,31,Good,,41.5,31,Good,,,,,,,
KLGO,2015-05-28 18:00:50.000,4.92,31,Good,,0.035,31,Good,,7.41,31,Good,,12.46,31,Good,,97.4,31,Good,,39.9,31,Good,,,,,,,
KLGO,2015-05-28 19:00:49.000,5.35,31,Good,,0.034,31,Good,,7.44,31,Good,,12.4,31,Good,,98,31,Good,,37.8,31,Good,,,,,,,
KLGO,2015-05-28 20:00:50.000,5.88,31,Good,,0.034,31,Good,,7.46,31,Good,,12.28,31,Good,,98.4,31,Good,,40.4,31,Good,,,,,,,
KLGO,2015-05-28 21:00:49.000,6.48,31,Good,,0.034,31,Good,,7.47,31,Good,,12.16,31,Good,,98.8,31,Good,,35.2,31,Good,,,,,,,
KLGO,2015-05-28 22:00:49.000,7.01,31,Good,,0.034,31,Good,,7.47,31,Good,,12.04,31,Good,,99.2,31,Good,,36.6,31,Good,,,,,,,
KLGO,2015-05-28 23:00:49.000,7.53,31,Good,,0.034,31,Good,,7.48,31,Good,,11.93,31,Good,,99.6,31,Good,,37.7,31,Good,,,,,,,
KLGO,2015-05-29 00:00:49.000,7.87,31,Good,,0.033,31,Good,,7.48,31,Good,,11.8,31,Good,,99.4,31,Good,,38,31,Good,,,,,,,
KLGO,2015-05-29 01:00:50.000,8,31,Good,,0.033,31,Good,,7.48,31,Good,,11.75,31,Good,,99.2,31,Good,,37.8,31,Good,,,,,,,
KLGO,2015-05-29 02:00:49.000,7.88,31,Good,,0.033,31,Good,,7.47,31,Good,,11.74,31,Good,,98.9,31,Good,,41.9,31,Good,,,,,,,
KLGO,2015-05-29 03:00:49.000,7.56,31,Good,,0.032,31,Good,,7.47,31,Good,,11.78,31,Good,,98.4,31,Good,,42.9,31,Good,,,,,,,
KLGO,2015-05-29 04:00:50.000,7.07,31,Good,,0.032,31,Good,,7.46,31,Good,,11.86,31,Good,,97.9,31,Good,,41.9,31,Good,,,,,,,
